id
Aalt D. J. van Dijk
Aapo Hyvärinen
Serge Abiteboul
Serge J. Belongie
Serge Zagorac
Sergei Nirenburg
Sergei Perfilov
Sergei Vassilvitskii
Sergej Sizov
Sergej Zerr
Sergey Chernov 0001
Sergey M. Plis
Sergio Escalera
Sergio Greco
Sergio Ilarri
Sergio Mascetti
Sergio Navarro 0001
Setareh Rafatirad
Seth Lemons
Seung Y. Rhee
Seyed H. Mohammadi
Shady Elbassuoni
Shahram Ghandeharizadeh
Sham M. Kakade
Shane Bergsma
Shane T. Mueller
Shankar R. Rao
Shankar T. Shivappa
Shankar Vembu
Sharad Goel
Sharad Mehrotra
Sharad Verma
Sharon Goldwater
Sharon Paradesi
Shawn Bowers
Shawn R. Wolfe
Shazia W. Sadiq
Sheila A. McIlraith
Sheila S. Hemami
Shen Furao
Shen Huang
Shervin Rahimzadeh Arashloo
Shi Chen
Shi Yu
Shi Zhou
Shigenobu Kobayashi
Shigeo Sugimoto
Shigeru Katagiri
Shila Ofek-Koifman
Shima Gerani
Shimon Ullman
Shimon Whiteson
Shin Ishii
Shinichi Nakajima
Shinji Watanabe 0001
Shinsaku Hiura
Shintaro Ono
Shireen Y. Elhabian
Shirin Sohrabi
Shlomo Geva
Shlomo Zilberstein
Shohei Hido
Shotaro Akaho
Shouko Masuda
Shu Wang
Shu Yan Chan
Shu Zhang
Shunsuke Hirose
Shuo Chen 0008
Shuo Wang 0005
Shuo Zhang
Shusaku Tsumoto
Shyam Antony
Siegfried Nijssen
Sigalit Ur
Silja Renooij
Silvia Chiappa
Silvio Lattanzi
Silvio Savarese
Simeon J. Simoff
Simina Brânzei
Simon A. J. Winder
Simon E. Overell
Simon J. D. Prince
Simon J. Puglisi
Simon Lin
Simon Loesing
Simon Lucey
Simon Parsons
Simon Scerri
Simon Taylor
Simon de Givry
Simona Colucci
Simone Gasparini
Simone L. Martins
Simone Paolo Ponzetto
Sinan Sen
Sirvan Khalighi
Siva Ravada
Sivan Albagli
Sivan Yogev
Slobodan Ilic
Slobodan Vucetic
Sofus A. Macskassy
Solomon Eyal Shimony
Somnath Banerjee
Sonal Gupta
Song Chun Zhu
Song Han
Song Malin 0001
Song Wang 0001
Song Wang 0002
Sonia Chernova
Sonja Zillner
Sophie H. Wang
Sorin Moga
Sotiria Tavoulari
Soumen Chakrabarti
Soumitra Sarkar
Spiros Papadimitriou
Spyros Angelopoulos 0001
Spyros Sioutas
Sri Devi Ravana
Srinivas Annam
Srinivas Vadrevu
Srinivasa G. Narasimhan
Srinivasa Rao Satti
Stan Franklin
Stan Matwin
Stan Sclaroff
Stan Z. Li
Stanley B. Zdonik
Stanley Kok
Stavros Harizopoulos
Stavros Papadopoulos 0001
Stefan Aulbach
Stefan Büttcher
Stefan Christoph
Stefan Debald
Stefan Decker
Stefan Edelkamp
Stefan Harmeling
Stefan Hildenbrand
Stefan Hinterstoisser
Stefan Hoeglinger
Stefan Holzer
Stefan K. Gehrig
Stefan Kramer 0001
Stefan Krompass
Stefan M. Rüger
Stefan Manegold
Stefan Pohl
Stefan Roth 0001
Stefan Rüping 0001
Stefan Savage
Stefan Savev
Stefan Siersdorfer
Stefan Sommer
Stefan Walk
Stefan Woltran
Stefan Wrobel
Stefan Wölfl 0001
Stefanie Jegelka
Stefanie Wuhrer
Stefano Baccianella
Stefano Basta
Stefano Ceri
Stefano Mizzaro
Stefano Pisani
Stefano Soatto
Stefanos D. Kollias
Stefanos Zafeiriou
Steffen Rendle
Steffen Staab
Stelios Paparizos
Stella X. Yu
Stephan Didas
Stephan Günnemann
Stephan Liwicki
Stephan Raaijmakers
Stephan Schiffel
Stephan Simmuteit
Stephan Spiegel
Stephanie Rosenthal
Stephanie Tien Lee
Stephen Bay
Stephen Boyer
Stephen Coggeshall
Stephen D. Unwin
Stephen Dignum
Stephen F. Smith
Stephen Gould
Stephen Grossberg
Stephen Hailes
Stephen J. Maybank
Stephen J. Roberts
Stephen Lin
Stephen Muggleton
Stephen P. Ellner
Stephen Robertson
Stephen Soderland
Stephen Tyler
Steve B. Jiang
Steve Bourgeois
Steve Bush
Steve Goodison
Steve Kelling
Steve Unwin
Steve Webb
Steven A. Klooster
Steven Bethard
Steven C. H. Hoi
Steven Cadavid
Steven Eker
Steven Euijong Whang
Steven Garcia
Steven Loscalzo
Steven M. Seitz
Steven Pawson
Steven Scher
Steven Seida
Steven Shellman
Steven Skiena
Steven Whang
Stewart Tansley
Stijn De Saeger
Stijn Vanderlooy
Stratos Idreos
Stratos Papadomanolakis
Stuart C. Shapiro
Stéphan Clémençon
Stéphane Lallich
Stéphane Marchand-Maillet
Stéphane Peters
Stéphane Ross
Stéphanie Jacquemont
Su Chan
Su Chen
Su-Jun Hu
Su-Yang Yu
Subhash Suri
Subramaniam Ganapathy
Sudarshan Lamkhede
Sudhir Kumar 0001
Sudhir Pathak
Sudhir Raman
Sue Ann Hong
Sue E. Kase
Suguru Matsuyoshi
Suk Hwan Lim
Suleyman Cetintas
Suleyman Serdar Kozat
Suman Nath
Sumit Mittal
Sun-Hee Kim
Sung Wook Yoon
Sunil Prabhakar
Sunita Sarawagi
Sunitha Ramanujam
Suresh Manandhar
Suresh Thalamati
Suresh Venkatasubramanian
Susan B. Davidson
Susan L. Epstein
Susan T. Dumais
Susan Windisch Brown
Susana Merino-Caviedes
Susanne Boll
Susanne Hemmann
Sushil Jajodia
Suzan Köknar-Tezel
Suzan Verberne
Suzanne M. Mahoney
Sven Groppe
Sven Hartmann
Sven Koenig
Sven Wachsmuth
Svetlana Lazebnik
Svilen R. Mihaylov
Swapna Male
Swaroop Kalasapur
Sydney Cash
Sylvain Bouveret
Sylvia L. Osborn
Symeon Papadopoulos
Sébastien Roy 0001
Sören Auer
Sören Sonnenburg
Søren Hauberg
Tad Hogg
Tadashi Kumano
Tadasu Uchiyama
Tae-Won Kim
Taghi M. Khoshgoftaar
Taisuke Sato
Takahiro Hara
Takahiro Hayashi
Takamasa Takenaka
Takashi Katoh
Takashi Matsuyama
Takashi Shibuya
Takayuki Akiyama
Takayuki Ito
Takayuki Nakata
Takayuki Okatani
Takeaki Uno
Takehito Utsuro
Takeo Kanade
Takeshi Abekawa
Takeshi Kurashima
Takeshi Okadome
Takeshi S. Kobayakawa
Takeshi Sato
Takeshi Shinohara
Takeshi Yamada
Takeyuki Tamura
Takuya Kobayashi
Takuya Maekawa
Takuya Matsuzaki
Talal Rahwan
Tali Treibitz
Tamara G. Kolda
Tamara L. Berg
Tamara Sumner
Tamer Elsayed
Tamir Tassa
Tamiya Onodera
Tammy M. K. Cheng
Tammy Ott
Tamás Horváth 0001
Tamás Kiss
Tan Apaydin
Tan Xu
Tanveer A. Faruquie
Tanveer F. Syeda-Mahmood
Tanveer Fathima Syeda-Mahmood
Tao Jia
Tao Jin
Tao Li 0001
Tao Mei 0001
Tao Qin
Tao Wan
Tao Wang
Tao Xiang
Tao Yu
Tapas Kanungo
Tapio Elomaa
Tapio Pahikkala
Taras Butko
Tarek Abudawood
Tarik Hadzic
Tatsuo Kozakaya
Tatsuya Akutsu
Tatsuya Harada
Ted Sandler
Teng Li 0001
Terence Sim
Teresa Ko
Teresa Wu
Tereza Iofciu
Terrence Chen
Terry L. Zimmerman
Terry R. Payne
Tessa A. Lau
Tetsuya Sakai
Thanh T. L. Tran
Thanh Tin Tang
Thanh Tran 0001
Thao Pham Thanh Nguyen
Theo Gevers
Theo Härder
Theo P. van der Weide
Theodore Johnson
Theodore Patkos
Theodoros Lappas
Thibault Helleputte
Thierry Artières
Thierry Cruanes
Thierry Denoeux
Thierry Petit
Thomas A. Mikalsen
Thomas Andreas Meyer
Thomas Arni
Thomas Bernecker
Thomas Borchert
Thomas Brox
Thomas Bühler
Thomas Crook
Thomas D. Griffin
Thomas Eiter
Thomas Elssner
Thomas F. Stahovich
Thomas G. Dietterich
Thomas Gottron
Thomas Guyet
Thomas Gärtner 0001
Thomas Hornung 0001
Thomas J. E. Schwarz
Thomas J. Fuchs
Thomas J. Lee
Thomas Karagiannis
Thomas Krennwallner
Thomas L. Bauer
Thomas L. Starr
Thomas Liebig
Thomas Lin
Thomas Lukasiewicz
Thomas M. Breuel
Thomas Mauthner
Thomas Neumann 0001
Thomas Penin
Thomas Piton
Thomas Pock
Thomas Risse 0001
Thomas S. Huang
Thomas S. Richardson 0001
Thomas Schiex
Thomas Schimoler
Thomas Schneider 0002
Thomas Seidl 0001
Thomas Ströder
Thomas Vetter
Thomas Villmann
Thomas Woodley
Thore Graepel
Thorsten Strufe
Thorsten Thormählen
Tiago Rodrigues
Tian Shen
Tian Zhu 0001
Tibério S. Caetano
Tijl De Bie
Tijmen Tieleman
Till Westmann
Tim C. Kietzmann
Tim Converse
Tim Dwyer
Tim Finin
Tim Hauke Heibel
Tim J. Brailsford
Tim K. Lee
Tim Kiefer
Tim Kraska
Tim Oates
Timo Aho
Timothy A. Supinie
Timothy Baldwin
Timothy Furtak
Timothy G. Armstrong
Timothy J. Burns
Timothy J. Norman
Timothy M. McPhillips
Timothy W. Bickmore
Timothy de Vries
Timothée Cour
Tina Eliassi-Rad
Ting Li 0001
Ting Wang 0006
Ting Wang 0009
Ting Yu
Tito Sierra
Tobias Bürger
Tobias Jung 0001
Tobias Kötter
Tobias Lang 0001
Tobias Scheffer
Tobias Scholl
Toby Walsh
Todd Beaupre
Todd C. Mowry
Todd E. Zickler
Toine Bogers
Tom Chao Zhou
Tom Chi
Tom Cuypers
Tom Drummond
Tom Gedeon
Tom Haber
Tom Lokovic
Tom M. Mitchell
Tom Mertens
Tom Minka
Tom Schaul
Tom Schreiber
Tom Y. Ouyang
Tom Yeh
Tomasz F. Stepinski
Tomasz P. Michalak
Tommaso Di Noia
Tommi Kärkkäinen
Tommi Suvitaival
Tommy Ellkvist
Tomoya Sakai 0002
Tomás Pajdla
Tong Li 0004
Tong Liu
Tong Zhang 0001
Toni Urpí
Tony Clark 0001
Tony F. Chan
Tony Jebara
Tony Tung
Tony X. Han
Toon Calders
Torsten Grust
Torsten Hahmann
Torsten Suel
Toru Ishida 0001
Toshihiro Kamishima
Toshio Uchiyama
Tova Milo
Tran Cao Son
Travis Deyle
Trevor Darrell
Trevor I. Dix
Trevor J. M. Bench-Capon
Trevor Jim
Trey Smith
Trinh Minh Tri Do
Tristan Snowsill
Truls Amundsen Bjørklund
Tsuyoshi Hamada
Tsuyoshi Idé
Tsuyoshi Kato
Tsuyoshi Ueno
Tuan Anh Nguyen 0001
Tuomas Sandholm
Tuukka Haapasalo
Tuyen N. Huynh
Tyrone Grandison
Uday Kurkure
Udo Kruschwitz
Uldis Bojars
Ulf Brefeld
Ulf Leser
Ulrich Buddemeier
Ulrich Klank
Ulrich Neumann
Ulrich Rückert 0002
Ulrik Brandes
Ulrike Fischer
Ulrike Sattler
Ulrike Stege
Uri Nadav
Uri Shaft
Urs Hofmann
Utku Irmak
Uwe D. Hanebeck
Uwe Franke
Uwe Nagel 0002
Uwe Röhm
Uwe Wloka
Vadim Bulitko
Vadim von Brzeski
Valentina A. M. Tamma
Valentina Presutti
Valeria Fionda
Valeria Seidita
Valerio Pascucci
Van Hai Ho
Vandana Pursnani Janeja
Vanessa Evers
Vanessa Murdock 0001
Vanja Josifovski
Vasilis Vassalos
Vassilios S. Verykios
Vassilios Stathopoulos 0002
Venkat Chandrasekaran
Venkatesh Ganti
Venkatesh Saligrama
Verena Heidrich-Meisner
Verena Kantere
Veronica Gil-Costa
Vicent Caselles
Victor Asal
Victor Carneiro
Victor E. Lee
Victor Muntés-Mulero
Victor R. Lesser
Victoria Eastwood
Victoria S. Uren
Viet Ha-Thuc
Vijay Chandrasekhar 0001
Vijay K. Narayanan
Vijay Mahadevan
Vijay Pradeep
Vijay Venkataraman
Vikas Bahirwani
Vikas C. Raykar
Vikas Sindhwani
Vikas Singh
Viktoria Rojkova
Vinay D. Shet
Vinay S. Deshpande
Vincent C. S. Lee
Vincent Conitzer
Vincent D. Calhoun
Vincent Lemaire 0001
Vincent Lepetit
Vincent Nicolas
Vincent Rabaud
Vincent S. Tseng
Vincent Wenchen Zheng
Vincenzo Cannella
Vincenzo Croce
Vincenzo Della Mea
Vincenzo Liberatore
Vinod G
Vipul Agarwal
Virgil Willcut
Virgiliu Pavlu
Virgílio A. F. Almeida
Vittorio Ferrari
Vittorio Murino
Vivek Kanhangad
Vivek Pradeep
Vivek R. Narasayya
Vladan Radosavljevic
Vladimir Braverman
Vladimir Lifschitz
Vladimir Sadov
Vladimir Vovk
Vladimir Y. Chernyak
Vladislav Shkapenyuk
Vlado Keselj
Volkan Isler
Volkan Vural
Volker Linnemann
Volker Lüdecke
Volker Roth 0001
Volker Tresp
Vuk Ercegovac
Wael El-Deredy
Wagner Meira Jr.
Wai Gen Yee
Wai Kit Wong
Wai Lam
Waleed Aljandal
Walid G. Aref
Walker Burgin
Walker M. White
Walter Cai
Walter Schneider
Wang Chiew Tan
Waqar Hasan
Warren L. Davis IV
Waseem Ahmad
Wayne Thompson
Wei Bi
Wei Chen
Wei Cheng 0002
Wei Chu
Wei Ding 0003
Wei Dong 0003
Wei Fan
Wei Fan 0001
Wei Feng
Wei Gao
Wei Gao 0001
Wei Huang
Wei Huang 0026
Wei Jia
Wei Jiang
Wei Jin
Wei Jin 0006
Wei Li
Wei Liu
Wei Liu 0006
Wei Liu 0007
Wei Lu
Wei Pan
Wei Tang
Wei Vivian Zhang
Wei Wang 0009
Wei Wang 0010
Wei Wang 0011
Wei Wang 0012
Wei Xiong Shang
Wei Xu 0012
Wei Yang 0011
Wei Yuan
Wei Zhang
Wei Zhang 0014
Wei Zhang 0018
Wei-Chao Chen
Wei-Ying Ma
Wen Dong 0001
Wen Gao 0001
Wen Jun Yin
Wen Zhang
Wen-Chi Hou
Wen-Jie Yang
Wendy Hui Wang
Wendy Moncur
Wesley Griffin
Wesley M. Hochachka
Wessel Kraaij
Wiebe van der Hoek
Wilfred Ng
Wilfried De Neve
William A. P. Smith
William C. Regli
William Chang
William Conner
William H. Hsu
William Hendrix
William I. Grosky
William J. Kaiser
William J. McKenna
William K. Cheung
William Klement
William M. Pottenger
William M. Wells III
William Nick Street
William Revelle
William Ribarsky
William T. Freeman
William W. Cohen
William Webber
William Yeoh 0001
Willy Yap
Wilma Penzo
Wilson Wong
Wim Martens
Wim Mees
Wim Moreau
Wim Vanderbauwhede
Wisam Dakka
Witold Litwin
Wojciech Gryc
Wojciech Kotlowski
Wolf Siberski
Wolfgang Gatterbauer
Wolfgang Glänzel
Wolfgang Heidrich
Wolfgang Holzinger
Wolfgang Lehner
Wolfgang Maass 0001
Wolfgang Nejdl
Wolfram Burgard
Won Suk Lee
Woo Sock Yang
Wouter Gelade
Wouter Weerkamp
Wu Zhuozheng
Wynne Hsu
Xavier Amatriain
Xavier Bresson
Xavier Carreras
Xavier Descombes
Xavier Giró
Xenophon Papademetris
Xi Chen 0010
Xi Li
Xi Zhang
Xia Hu
Xia Ning
Xian Qian
Xian Wu
Xian-Sheng Hua 0001
Xiang Bai
Xiang Lian
Xiang Wang 0001
Xiang Wang 0002
Xiao Han
Xiao Li
Xiao Li 0006
Xiao Wu 0004
Xiao Yu 0007
Xiao-Bing Xue
Ximena Olivares
Xin Cao 0001
Xin Chen
Xin Fan
Xin Hui Li
Xin Jiang
Xin Jin
Xin Jin 0001
Xin Li
Xin Liu 0027
Xin Wang 0013
Xin Wu
Xin Xin 0002
Xin Xu
Xin Yao 0001
Xin-Jing Wang
Xing Wei
Xing Xie 0001
Xing Yi
Xiong Yang
Xu Jia
Xu Miao
Xu Sun 0001
Xu Zhao
Xuan Vinh Nguyen
Xue Li
Xue Xu
Xue-Cheng Tai
Xun Jia
Ya Xu
Ya Zhang
Yael Kollet
Yair Weiss
Yan Cao
Yan Fang
Yan Jia 0001
Yan Li
Yan Liang
Yan Lin
Yan Liu 0002
Yan Liu 0008
Yan Liu 0017
Yan Ma
Yan Qi 0002
Yan Qiang
Yan Song 0001
Yan Tang
Yan Tong
Yan Zhang 0004
Yan-Ming Zhang
Yang Cong
Yang Gao 0001
Yang Li
Yang Li 0002
Yang Liu
Yang Ming
Yang Shi
Yang Song 0009
Yang Tong
Yang Wang 0003
Yang Xiang
Yang Xu
Yang Yang
Yang Yu 0001
Yang Zhang
Yang Zhang 0010
Yann Chevaleyre
Yann LeCun
Yannick Benezeth
Yannick Francken
Yannick Le Bras
Yannis Avrithis
Yannis Dimopoulos
Yannis Kotidis
Yannis Manolopoulos
Yannis Sismanis
Yannis Theodoridis
Yasemin Altun
Yaser Sheikh
Yashar Moshfeghi
Yasin Abbasi-Yadkori
Yasin N. Silva
Yasin Yilmaz
Yasue Kishino
Yasuhiko Morimoto
Yasuhito Asano
Yasuko Matsubara
Yasuo Kuniyoshi
Yasushi Sakurai
Yasutaka Furukawa
Ye Chen
Ye Xu
Yee Whye Teh
Yehoshua Sagiv
Yelena Mejova
Yevgen Borodin
Yevgen Voronenko
Yevgeniy Vorobeychik
Yevgeny Kazakov
Yi Chang 0001
Yi Chen 0001
Yi Deng 0001
Yi Guo
Yi Han 0006
Yi Jiang
Yi Li
Yi Liu
Yi Ma 0001
Yi Min Wang
Yi Shang
Yi Sun 0003
Yi Wang
Yi Wang 0010
Yi Xu
Yi Yao
Yi Zhang 0001
Yi Zhang 0005
Yi-Cheng Tu
Yi-Chuan Wu
Yi-Dong Shen
Yi-Min Wang
Yi-Ting Chiang
Yin Shan
Yin Yang 0001
Yin Zhang
Ying Chen
Ying Chen 0001
Ying Hu
Ying Li
Ying Li 0012
Ying Lin
Ying Liu 0010
Ying Lu 0001
Ying Nian Wu
Ying Sun
Ying Wang
Ying Yan
Ying Yang 0001
Ying Zhang
Ying Zhang 0001
Ying Zhang 0027
Ying Zhou
Ying Zhu
Ying-Xin Li
Yishay Mansour
Yngve Villanger
Yngvi Björnsson
Yoav Shoham
Yoav Y. Schechner
Yohei Murakami
Yolanda Gil
Yolande Lievens
Yon Dohn Chung
Yonatan Aumann
Yong Fan 0001
Yong Ge
Yong Jae Lee
Yong Seok Heo
Yong Shi 0001
Yong Xing Ge
Yong Xu 0007
Yong Yu 0001
Yong Yu 0009
Yong Yue 0002
Yong Zhao
Yong Zhen Guo
Yong-Suk Kwon
Yoram Bachrach
Yoram Singer
Yoshiharu Ishikawa
Yoshihiko Mochizuki
Yoshihiro Yamanishi
Yoshinobu Kawahara
Yoshitaka Kameya
Young Kuk Kim
Young Sang Choi
Young-In Song
Yousef Saad
Youssef Hamadi
Youssef Rouchdy
Yu Bai 0006
Yu Deng
Yu Gu 0002
Yu Peng
Yu Wang 0032
Yu Zhao
Yu Zheng 0004
Yu Zhu
Yu-Feng Li
Yu-Gang Jiang
Yu-Ling Hsueh
Yu-Ru Lin
YuLong Xie
Yuan An
Yuan Hong
Yuan Jiang 0001
Yuan Li 0022
Yuan Liu 0017
Yuan Mei
Yuan Ni
Yuan Shi
Yuan Yu
Yuan Zhang
Yuan Zhou
Yue Lu
Yue Pan
Yue Xu 0001
Yuhei Nishioka
Yuichi Iijima
Yuichi Yoshida
Yuichiro Shibata
Yuji Matsuda
Yuji Matsumoto 0001
Yuka Egusa
Yuki Arase
Yuli Gao
Yun Chi
Yun Fu 0001
Yun Jiang
Yun Li 0009
Yun Mao
Yun Sing Koh
Yun Xiong
Yun Zhai
Yung Chang
Yuri Breitbart
Yusuke Kameda
Yuta Matsuoka
Yutaka Matsuo
Yutaka Oiwa
Yutaka Yanagisawa
Yves Moreau
Yves Raimond
Yvonne Freer
Zachary G. Ives
Zahra Mohammadi Zadeh
Zakaria Al-Qudah
Zehra Cataltepe
Zeno Gantner
Zeynep Yücel
Zhao Jinana
Zhao Xu 0001
Zhao Yi
Zhe Lin 0001
Zhen Guo
Zhen Hua Liu
Zhen Lei
Zhen Liao
Zhen Qian
Zheng Chen 0001
Zheng Lu 0002
Zheng Song
Zheng Wu
Zheng Zhang
Zheng Zhao
Zheng Zhu
Zheng-Jun Zha
Zhi Cai
Zhi Zeng
Zhi-Hua Zhou
Zhong Su
Zhong Wu
Zhou Yong
Zhuang Wang
Zi Huang
Zi Yang
Zi Ye Zhang
Ziv Bar-Yossef
Zohra Bellahsene
Zoltán Miklós 0001
Zoran Obradovic
Zsolt Fekete
Álvaro R. Pereira Jr.
Álvaro Zubizarreta
Özge Öztimur Karadag
Özgür Ulusoy
Özlem N. Subakan
Øystein Torbjørnsen
